      gene      | go_accession |                                                                                           go_term                                                                                           
 Smp_130890.1   | GO:0016021   | integral component of membrane
 Smp_130890.1   | GO:0016020   | membrane
 Smp_130890.1   | GO:0005509   | calcium ion binding
 Smp_130860.1   | GO:0016831   | carboxy-lyase activity
 Smp_130860.1   | GO:0005515   | protein binding
 Smp_130860.1   | GO:0016021   | integral component of membrane
 Smp_130860.1   | GO:0016020   | membrane
 Smp_144900.1   | GO:0000166   | nucleotide binding
 Smp_144920.1   | GO:0005576   | extracellular region
 Smp_042080.1   | GO:0005737   | cytoplasm
 Smp_145020.1   | GO:0050661   | NADP binding
 Smp_145020.1   | GO:0004350   | glutamate-5-semialdehyde dehydrogenase activity
 Smp_145020.1   | GO:0005737   | cytoplasm
 Smp_078720.1   | GO:0005509   | calcium ion binding
 Smp_078720.1   | GO:0016021   | integral component of membrane
 Smp_078720.1   | GO:0016020   | membrane
 Smp_078720.1   | GO:0005576   | extracellular region
 Smp_181530.1   | GO:0016021   | integral component of membrane
 Smp_181530.1   | GO:0016020   | membrane
 Smp_175440.1   | GO:0005524   | ATP binding
 Smp_152480.1   | GO:0016021   | integral component of membrane
 Smp_152480.1   | GO:0016020   | membrane
 Smp_152480.1   | GO:0030552   | cAMP binding
 Smp_152480.1   | GO:0005216   | ion channel activity
 Smp_056560.1   | GO:0016021   | integral component of membrane
 Smp_056560.1   | GO:0016020   | membrane
 Smp_056560.1   | GO:0000166   | nucleotide binding
 Smp_056560.1   | GO:0007165   | signal transduction
 Smp_056560.1   | GO:0030552   | cAMP binding
 Smp_056560.1   | GO:0005216   | ion channel activity
 Smp_152510.1   | GO:0005634   | nucleus
 Smp_152540.1   | GO:0016021   | integral component of membrane
 Smp_152540.1   | GO:0005886   | plasma membrane
 Smp_152540.1   | GO:0045202   | synapse
 Smp_055190.1   | GO:0005509   | calcium ion binding
 Smp_055190.1   | GO:0005215   | transporter activity
 Smp_055190.1   | GO:0006810   | transport
 Smp_055190.1   | GO:0005739   | mitochondrion
 Smp_055190.1   | GO:0016021   | integral component of membrane
 Smp_055130.2   | GO:0008270   | zinc ion binding
 Smp_055130.2   | GO:0005622   | intracellular
 Smp_055130.2   | GO:0005737   | cytoplasm
 Smp_151480.1   | GO:0005739   | mitochondrion
 Smp_151480.1   | GO:0005840   | ribosome
 Smp_055100.1   | GO:0046872   | metal ion binding
 Smp_149130.1   | GO:0005509   | calcium ion binding
 Smp_149130.1   | GO:0005737   | cytoplasm
 Smp_210260.1   | GO:0008026   | ATP-dependent helicase activity
 Smp_210260.1   | GO:0005524   | ATP binding
 Smp_210260.1   | GO:0004386   | helicase activity
 Smp_210260.1   | GO:0003723   | RNA binding
 Smp_210260.1   | GO:0005634   | nucleus
 Smp_210260.1   | GO:0005737   | cytoplasm
 Smp_136910.1   | GO:0008270   | zinc ion binding
 Smp_136910.1   | GO:0005524   | ATP binding
 Smp_136910.1   | GO:0051082   | unfolded protein binding
 Smp_136910.1   | GO:0009408   | response to heat
 Smp_136910.1   | GO:0006457   | protein folding
 Smp_136910.1   | GO:0005737   | cytoplasm
 Smp_016240.1   | GO:0005634   | nucleus
 Smp_131030.1   | GO:0016021   | integral component of membrane
 Smp_131030.1   | GO:0016020   | membrane
 Smp_131110.3   | GO:0016021   | integral component of membrane
 Smp_131110.3   | GO:0016020   | membrane
 Smp_016510.2   | GO:0008270   | zinc ion binding
 Smp_131150.1   | GO:0003677   | DNA binding
 Smp_131150.1   | GO:0005634   | nucleus
 Smp_131150.1   | GO:0005622   | intracellular
 Smp_198070.1   | GO:0008233   | peptidase activity
 Smp_198070.1   | GO:0046872   | metal ion binding
 Smp_198070.1   | GO:0004182   | obsolete carboxypeptidase A activity (obsolete GO:0004182)
 Smp_198070.1   | GO:0006508   | proteolysis
 Smp_198070.1   | GO:0005576   | extracellular region
 Smp_151830.1   | GO:0006810   | transport
 Smp_151830.1   | GO:0016021   | integral component of membrane
 Smp_151830.1   | GO:0016020   | membrane
 Smp_055720.2   | GO:0005524   | ATP binding
 Smp_055720.2   | GO:0030983   | mismatched DNA binding
 Smp_055720.2   | GO:0006298   | mismatch repair
 Smp_055720.1   | GO:0005524   | ATP binding
 Smp_055720.1   | GO:0030983   | mismatched DNA binding
 Smp_055720.1   | GO:0006298   | mismatch repair
 Smp_089000.1   | GO:0016021   | integral component of membrane
 Smp_088990.1   | GO:0008270   | zinc ion binding
 Smp_088990.1   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_088990.1   | GO:0016020   | membrane
 Smp_142790.1   | GO:0005525   | GTP binding
 Smp_150300.1   | GO:0042981   | regulation of apoptotic process
 Smp_150300.1   | GO:0051726   | regulation of cell cycle
 Smp_150300.1   | GO:0016021   | integral component of membrane
 Smp_150300.1   | GO:0016020   | membrane
 Smp_052460.1   | GO:0031625   | ubiquitin protein ligase binding
 Smp_052460.1   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_151020.1   | GO:0016021   | integral component of membrane
 Smp_151020.1   | GO:0016020   | membrane
 Smp_151040.1   | GO:0016301   | kinase activity
 Smp_151040.1   | GO:0005509   | calcium ion binding
 Smp_151040.1   | GO:0016534   | cyclin-dependent protein kinase 5 activator activity
 Smp_151040.1   | GO:0043525   | positive regulation of neuron apoptotic process
 Smp_151040.1   | GO:0035235   | ionotropic glutamate receptor signaling pathway
 Smp_151040.1   | GO:0031175   | neuron projection development
 Smp_151040.1   | GO:0009790   | embryo development
 Smp_151040.1   | GO:0030426   | growth cone
 Smp_151040.1   | GO:0016020   | membrane
 Smp_151040.1   | GO:0030425   | dendrite
 Smp_151040.1   | GO:0005634   | nucleus
 Smp_151040.1   | GO:0005737   | cytoplasm
 Smp_053800.1   | GO:0005215   | transporter activity
 Smp_053800.1   | GO:0006810   | transport
 Smp_053800.1   | GO:0005739   | mitochondrion
 Smp_053800.1   | GO:0016021   | integral component of membrane
 Smp_171370.1   | GO:0005524   | ATP binding
 Smp_171370.1   | GO:0006468   | protein phosphorylation
 Smp_171370.1   | GO:0005737   | cytoplasm
 Smp_090150.2   | GO:0005737   | cytoplasm
 Smp_050380.1   | GO:0005524   | ATP binding
 Smp_050380.1   | GO:0005509   | calcium ion binding
 Smp_050380.1   | GO:0004674   | protein serine/threonine kinase activity
 Smp_050380.1   | GO:0006468   | protein phosphorylation
 Smp_050350.4   | GO:0046872   | metal ion binding
 Smp_050350.4   | GO:0016787   | hydrolase activity
 Smp_050350.4   | GO:0006810   | transport
 Smp_198220.1   | GO:0005524   | ATP binding
 Smp_149030.1   | GO:0005737   | cytoplasm
 Smp_049970.5   | GO:0008270   | zinc ion binding
 Smp_049970.5   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_049970.5   | GO:0016021   | integral component of membrane
 Smp_049970.5   | GO:0016020   | membrane
 Smp_049970.4   | GO:0008270   | zinc ion binding
 Smp_049970.4   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_049970.4   | GO:0016021   | integral component of membrane
 Smp_049970.4   | GO:0016020   | membrane
 Smp_148910.1   | GO:0005737   | cytoplasm
 Smp_211170.1   | GO:0016021   | integral component of membrane
 Smp_211170.1   | GO:0016020   | membrane
 Smp_211170.1   | GO:0008417   | fucosyltransferase activity
 Smp_211170.1   | GO:0006486   | protein glycosylation
 Smp_148830.1   | GO:0003677   | DNA binding
 Smp_148830.1   | GO:0004386   | helicase activity
 Smp_148830.1   | GO:0005524   | ATP binding
 Smp_148830.1   | GO:0016787   | hydrolase activity
 Smp_148830.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_148830.1   | GO:0016568   | chromatin modification
 Smp_148830.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_148830.1   | GO:0005634   | nucleus
 Smp_168500.1   | GO:0005737   | cytoplasm
 Smp_136240.4   | GO:0016020   | membrane
 Smp_136240.4   | GO:0005737   | cytoplasm
 Smp_136240.6   | GO:0016021   | integral component of membrane
 Smp_136240.6   | GO:0016020   | membrane
 Smp_136240.6   | GO:0005737   | cytoplasm
 Smp_136250.3   | GO:0006810   | transport
 Smp_136270.1   | GO:0005524   | ATP binding
 Smp_136270.1   | GO:0005509   | calcium ion binding
 Smp_136270.1   | GO:0006468   | protein phosphorylation
 Smp_102510.1   | GO:0005739   | mitochondrion
 Smp_102510.1   | GO:0016021   | integral component of membrane
 Smp_102510.1   | GO:0031966   | mitochondrial membrane
 Smp_060420.2   | GO:0016020   | membrane
 Smp_142510.2   | GO:0005622   | intracellular
 Smp_142510.2   | GO:0005737   | cytoplasm
 Smp_150520.1   | GO:0031402   | sodium ion binding
 Smp_150520.1   | GO:0006814   | sodium ion transport
 Smp_150520.1   | GO:0005886   | plasma membrane
 Smp_052990.1   | GO:0019825   | oxygen binding
 Smp_052990.1   | GO:0005506   | iron ion binding
 Smp_052990.1   | GO:0005344   | oxygen transporter activity
 Smp_053040.1   | GO:0015031   | protein transport
 Smp_053040.1   | GO:0016020   | membrane
 Smp_053040.1   | GO:0005737   | cytoplasm
 Smp_053060.3   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_058080.1   | GO:0016021   | integral component of membrane
 Smp_058080.1   | GO:0005886   | plasma membrane
 Smp_058140.2   | GO:0005737   | cytoplasm
 Smp_045710.2   | GO:0015031   | protein transport
 Smp_045710.2   | GO:0016020   | membrane
 Smp_045710.2   | GO:0005737   | cytoplasm
 Smp_044750.1   | GO:0016021   | integral component of membrane
 Smp_044750.1   | GO:0016020   | membrane
 Smp_145670.1   | GO:0046872   | metal ion binding
 Smp_145670.1   | GO:0005524   | ATP binding
 Smp_145670.1   | GO:0051082   | unfolded protein binding
 Smp_145670.1   | GO:0009408   | response to heat
 Smp_145670.1   | GO:0006457   | protein folding
 Smp_145670.1   | GO:0005737   | cytoplasm
 Smp_043610.1   | GO:0005524   | ATP binding
 Smp_043610.1   | GO:0005737   | cytoplasm
 Smp_156930.1   | GO:0006810   | transport
 Smp_156930.1   | GO:0016021   | integral component of membrane
 Smp_156930.1   | GO:0016020   | membrane
 Smp_156910.1   | GO:0016020   | membrane
 Smp_064330.1   | GO:0046872   | metal ion binding
 Smp_064330.1   | GO:0005739   | mitochondrion
 Smp_059480.1   | GO:0005737   | cytoplasm
 Smp_059480.1   | GO:0051920   | peroxiredoxin activity
 Smp_059480.1   | GO:0045454   | cell redox homeostasis
 Smp_059480.1   | GO:0055114   | oxidation-reduction process
 Smp_039490.3   | GO:0000166   | nucleotide binding
 Smp_039490.3   | GO:0005634   | nucleus
 Smp_192400.1   | GO:0005737   | cytoplasm
 Smp_143700.1   | GO:0000166   | nucleotide binding
 Smp_143910.1   | GO:0005509   | calcium ion binding
 Smp_143910.1   | GO:0016021   | integral component of membrane
 Smp_143910.1   | GO:0016020   | membrane
 Smp_143950.1   | GO:0005524   | ATP binding
 Smp_143950.1   | GO:0006468   | protein phosphorylation
 Smp_143950.1   | GO:0016021   | integral component of membrane
 Smp_143950.1   | GO:0016020   | membrane
 Smp_143960.1   | GO:0005886   | plasma membrane
 Smp_143960.1   | GO:0005737   | cytoplasm
 Smp_143960.2   | GO:0016020   | membrane
 Smp_143960.2   | GO:0005737   | cytoplasm
 Smp_040080.1   | GO:0016021   | integral component of membrane
 Smp_061510.1   | GO:0008233   | peptidase activity
 Smp_061510.1   | GO:0008270   | zinc ion binding
 Smp_061510.1   | GO:0006508   | proteolysis
 Smp_061510.1   | GO:0005829   | cytosol
 Smp_086690.1   | GO:0005524   | ATP binding
 Smp_086690.1   | GO:0008353   | RNA polymerase II carboxy-terminal domain kinase activity
 Smp_086690.1   | GO:0006468   | protein phosphorylation
 Smp_086690.1   | GO:0005634   | nucleus
 Smp_169290.1   | GO:0016020   | membrane
 Smp_065000.1   | GO:0003677   | DNA binding
 Smp_065000.1   | GO:0008270   | zinc ion binding
 Smp_065000.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_065000.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_065000.1   | GO:0005634   | nucleus
 Smp_065000.1   | GO:0005622   | intracellular
 Smp_068700.1   | GO:0016021   | integral component of membrane
 Smp_068700.1   | GO:0016020   | membrane
 Smp_068720.1   | GO:0016021   | integral component of membrane
 Smp_068720.1   | GO:0016020   | membrane
 Smp_068750.1   | GO:0016021   | integral component of membrane
 Smp_068750.1   | GO:0016020   | membrane
 Smp_143400.1   | GO:0005524   | ATP binding
 Smp_143400.1   | GO:0004674   | protein serine/threonine kinase activity
 Smp_143400.1   | GO:0015031   | protein transport
 Smp_143400.1   | GO:0006468   | protein phosphorylation
 Smp_143400.1   | GO:0016021   | integral component of membrane
 Smp_143400.1   | GO:0016020   | membrane
 Smp_143400.1   | GO:0005737   | cytoplasm
 Smp_213350.1   | GO:0005739   | mitochondrion
 Smp_213350.1   | GO:0005840   | ribosome
 Smp_213350.1   | GO:0003735   | structural constituent of ribosome
 Smp_213350.1   | GO:0006412   | translation
 Smp_213360.1   | GO:0005739   | mitochondrion
 Smp_213360.1   | GO:0005634   | nucleus
 Smp_039010.1   | GO:0005737   | cytoplasm
 Smp_062300.1   | GO:0005525   | GTP binding
 Smp_062300.1   | GO:0003924   | GTPase activity
 Smp_062300.1   | GO:0007264   | small GTPase mediated signal transduction
 Smp_062300.1   | GO:0005622   | intracellular
 Smp_062300.1   | GO:0005886   | plasma membrane
 Smp_130260.1   | GO:0005509   | calcium ion binding
 Smp_130260.1   | GO:0005737   | cytoplasm
 Smp_127690.1   | GO:0016020   | membrane
 Smp_900090.1   | GO:0006810   | transport
 Smp_900090.1   | GO:0008137   | NADH dehydrogenase (ubiquinone) activity
 Smp_900090.1   | GO:0005515   | protein binding
 Smp_213050.1   | GO:0008233   | peptidase activity
 Smp_213050.1   | GO:0006508   | proteolysis
 Smp_213050.1   | GO:0016020   | membrane
 Smp_213050.1   | GO:0005829   | cytosol
 Smp_213100.1   | GO:0008270   | zinc ion binding
 Smp_213100.1   | GO:0005634   | nucleus
 Smp_213100.1   | GO:0005737   | cytoplasm
 Smp_213100.1   | GO:0007030   | Golgi organization
 Smp_213100.1   | GO:0016020   | membrane
 Smp_213100.1   | GO:0015031   | protein transport
 Smp_213130.1   | GO:0008080   | N-acetyltransferase activity
 Smp_213130.1   | GO:0008152   | metabolic process
 Smp_213130.1   | GO:0030529   | ribonucleoprotein complex
 Smp_213230.1   | GO:0005634   | nucleus
 Smp_127880.1   | GO:0016021   | integral component of membrane
 Smp_127880.1   | GO:0016020   | membrane
 Smp_145900.1   | GO:0008233   | peptidase activity
 Smp_145900.1   | GO:0008270   | zinc ion binding
 Smp_145900.1   | GO:0007596   | blood coagulation
 Smp_145900.1   | GO:0006508   | proteolysis
 Smp_145900.1   | GO:0005576   | extracellular region
 Smp_010800.1   | GO:0005506   | iron ion binding
 Smp_010800.1   | GO:0003723   | RNA binding
 Smp_160660.1   | GO:0003677   | DNA binding
 Smp_160660.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_160660.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_160660.1   | GO:0005634   | nucleus
 Smp_033380.1   | GO:0003735   | structural constituent of ribosome
 Smp_033380.1   | GO:0006412   | translation
 Smp_033380.1   | GO:0005622   | intracellular
 Smp_033380.1   | GO:0005840   | ribosome
 Smp_153100.1   | GO:0016021   | integral component of membrane
 Smp_153100.1   | GO:0016020   | membrane
 Smp_153100.1   | GO:0030552   | cAMP binding
 Smp_153100.1   | GO:0006813   | potassium ion transport
 Smp_153100.1   | GO:0031402   | sodium ion binding
 Smp_153100.1   | GO:0006814   | sodium ion transport
 Smp_153000.1   | GO:0016020   | membrane
 Smp_153000.1   | GO:0005737   | cytoplasm
 Smp_198380.1   | GO:0003676   | nucleic acid binding
 Smp_033110.1   | GO:0003677   | DNA binding
 Smp_033110.1   | GO:0008270   | zinc ion binding
 Smp_033110.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_033110.1   | GO:0005634   | nucleus
 Smp_033110.1   | GO:0005622   | intracellular
 Smp_140080.1   | GO:0005737   | cytoplasm
 Smp_144820.1   | GO:0003677   | DNA binding
 Smp_144820.1   | GO:0008270   | zinc ion binding
 Smp_144820.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_144820.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_144820.1   | GO:0005634   | nucleus
 Smp_144820.1   | GO:0005622   | intracellular
 Smp_041650.1   | GO:0008270   | zinc ion binding
 Smp_041650.1   | GO:0003735   | structural constituent of ribosome
 Smp_041650.1   | GO:0006412   | translation
 Smp_041650.1   | GO:0005622   | intracellular
 Smp_041650.1   | GO:0005840   | ribosome
 Smp_022990.1   | GO:0008308   | voltage-gated anion channel activity
 Smp_022990.1   | GO:0005739   | mitochondrion
 Smp_022990.1   | GO:0016021   | integral component of membrane
 Smp_134480.1   | GO:0008270   | zinc ion binding
 Smp_134480.1   | GO:0003677   | DNA binding
 Smp_134480.1   | GO:0004386   | helicase activity
 Smp_134480.1   | GO:0005524   | ATP binding
 Smp_134480.1   | GO:0016787   | hydrolase activity
 Smp_134480.1   | GO:0005634   | nucleus
 Smp_022960.1   | GO:0005759   | mitochondrial matrix
 Smp_022960.1   | GO:0044107   | cellular alcohol metabolic process
 Smp_022960.1   | GO:0055114   | oxidation-reduction process
 Smp_022960.1   | GO:0009055   | electron carrier activity
 Smp_082370.1   | GO:0009055   | electron carrier activity
 Smp_082370.1   | GO:0000286   | alanine dehydrogenase activity
 Smp_082370.1   | GO:0008152   | metabolic process
 Smp_166720.1   | GO:0005524   | ATP binding
 Smp_166720.1   | GO:0016787   | hydrolase activity
 Smp_166720.1   | GO:0006810   | transport
 Smp_166720.1   | GO:0005886   | plasma membrane
 Smp_126470.1   | GO:0016021   | integral component of membrane
 Smp_126470.1   | GO:0016020   | membrane
 Smp_164270.1   | GO:0016021   | integral component of membrane
 Smp_164270.1   | GO:0005886   | plasma membrane
 Smp_041280.1   | GO:0000166   | nucleotide binding
 Smp_041280.1   | GO:0003723   | RNA binding
 Smp_041280.1   | GO:0005634   | nucleus
 Smp_041280.1   | GO:0005737   | cytoplasm
 Smp_041390.1   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_041390.1   | GO:0051246   | regulation of protein metabolic process
 Smp_022400.1   | GO:0004347   | glucose-6-phosphate isomerase activity
 Smp_176630.1   | GO:0005525   | GTP binding
 Smp_069960.1   | GO:0008270   | zinc ion binding
